Year,costCenter_Code,costCenter_Code_MDA,table_identifier,table_identifier_MDA,total_allocation
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215005001,NATIONAL CEREALS RESEARCH INSTITUTE- BADEGGI,3582004534
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215006001,NATIONAL VETERINARY RESEARCH INSTITUTE- VOM,3198217722
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215007001,NATIONAL ROOT CROPS RESEARCH INSTITUTE- UMUDIKE,3203947147
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215008001,NATIONAL INSTITUTE FOR OIL PALM RESEARCH (NIFOR) - BENIN,1482571122
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215009001,215009001,7340190577
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215009001,INSTITUTE OF AGRICULTURAL RESEARCH- ZARIA,1520159999
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215010001,NATIONAL ANIMAL PRODUCT RESEARCH INSTITUTE- ZARIA,1940332026
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215011001,NATIONAL HORTICULTURAL RESEARCH INSTITUTE- IBADAN,5683468815
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215012001,"FEDERAL UNIVERSITY OF AGRICULTURE, ABEOKUTA",6760697946
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215012002,"FEDERAL UNIVERSITY OF AGRICULTURE, MAKURDI",8124577652
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215012003,"MICHAEL OKPARA UNIVERSITY OF AGRICULTURE, UMUDIKE",1206264074
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215013001,NATIONAL AGRICULTURAL LAND DEVELOPMENT AUTHORITY (NALDA) HQTRS,2412357264
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215014001,COCOA RESEARCH INSTITUTE- IBADAN,1807345813
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215015001,INSTITUTE OF AGRICULTURAL RESEARCH AND TRAINING- IBADAN,1938098447
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215016001,RUBBER RESEARCH INSTITUTE- BENIN,783982295
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215017001,NATIONAL INSTITUTE OF FRESHWATER FISH- NEW BUSSA,1459381162
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215018001,NATIONAL AGRIC. EXTENSION RESEARCH LIAISON SERVICES- ZARIA,437959730
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215019001,VETERINARY COUNCIL OF NIGERIA,1097002621
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215020001,FEDERAL COLLEGE OF ANIMAL HEALTH AND PRODUCTION TECHNOLOGY - IBADAN,1054459550
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215021001,FEDERAL COLLEGE OF AGRICULTURE - AKURE,1001137905
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215022001,"FEDERAL COLLEGE OF AGRICULTURE, MOORE PLANTATION- IBADAN",1832629334
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,1355343413
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215024001,FEDERAL COLLEGE OF FRESH WATER FISHERIES TECHNOLOGY - NEW BUSSA,634922226
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215025001,FEDERAL COLLEGE OF ANIMAL HEALTH AND PRODUCTION TECHNOLOGY - VOM,637549221
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215026001,COLLEGE OF VETERINARY AND MEDICAL LABORATORY TECHNOLOGY - VOM,368647734
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215027001,FEDERAL COLLEGE OF FRESH WATER FISHERIES - BAGA,1081440740
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215028001,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,1111066047
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,433972420
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215030001,FEDERAL CO-OPERATIVE COLLEGE- KADUNA,681574474
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215031001,FEDERAL CO-OPERATIVE COLLEGE- OJI RIVER,613886476
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215032001,FEDERAL COLLEGE OF LAND RESOURCES TECHNOLOGY - OWERRI,346826902
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215033001,"FEDERAL COLLEGE OF LAND RESOURCES TECHNOLOGY, KURU - JOS",681145682
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215034001,"FEDERAL COLLEGE OF HORTICULTURE, DADIN-KOWA, GOMBE",634531622
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215035001,NATIONAL AGRICULTURAL INSURANCE CORPORATION (NAIC),1168595112
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215036001,NIGERIAN INSTITUTE OF ANIMAL SCIENCE,234286643
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215037001,NIGERIAN INSTITUTE OF SOIL SCIENCE (NISS) HQTRS,1047684305
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215050001,"NIGERIA STORED PRODUCTS RESEARCH, ILORIN",2339428489
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215051001,NATIONAL AGRICULTURE SEEDS COUNCIL,1031654145
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215053001,NIGERIA AGRICULTURAL QUARANTINE SERVICE,1836125245
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215054001,AGRICULTURAL RESEARCH COUNCIL OF NIGERIA,527160059
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215055001,OFFICE OF THE PERMANENT REPRESENTATIVE TO FAO,512617162
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215056001,LAKE CHAD RESEARCH INSTITUTE MAIDUGURI,1686740807
2018,0215,FEDERAL MINISTRY OF AGRICULTURE AND RURAL DEVELOPMENT,0215058001,NIGERIA INSTITUTE OF OCEANOGRAPHY AND MARINE RESEARCH,973059744
2018,0220,FEDERAL MINISTRY OF FINANCE,0220001001,FEDERAL MINISTRY OF FINANCE - HQTRS,2784839550
2018,0220,FEDERAL MINISTRY OF FINANCE,0220002001,DEBT MANAGEMENT OFFICE,2234499843205
2018,0220,FEDERAL MINISTRY OF FINANCE,0220006001,INVESTMENT AND SECURITIES TRIBUNAL,3845051449
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007001,OFFICE OF THE ACCOUNTANT-GENERAL OF THE FEDERATION,1667122847
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007002,FPO ABAKALIKI,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007003,FPO ABEOKUTA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007004,FPO ADO-EKITI,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007005,FPO AKURE,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007006,220007006,1284880056
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007006,FPO ASABA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007007,FPO AWKA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007008,FPO BAUCHI,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007009,FPO BENIN,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007010,FPO BIRNI-KEBI,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007011,FPO CALABAR,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007012,FPO DAMATURU,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007013,FPO DUTSE,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007014,FPO ENUGU,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007015,FPO GOMBE,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007016,FPO GUSUA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007017,FPO IBADAN,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007018,FPO ILORIN,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007019,FPO JALINGO,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007020,FPO JOS,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007021,FPO KADUNA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007022,FPO KANO,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007023,FPO KATSINA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007024,FPO LAFIA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007025,FPO LAGOS I,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007026,FPO LAGOS II,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007027,FPO LOKOJA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007028,FPO MAIDUGURI,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007029,FPO MAKURDI,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007030,FPO MINNA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007031,FPO OSOGBO,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007032,FPO OWERRI,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007033,FPO PORT-HARCOURT,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007034,FPO SOKOTO,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007035,FPO UMUAHIA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007036,FPO UYO,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007037,FPO YENOGOA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007038,FPO YOLA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007039,SUB-TREASURER OF THE FEDERATION,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007040,FEDERAL TREASURY ACADEMY OROZO,3240000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007041,ZONAL OFFICE ENUGU,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007042,ZONAL OFFICE IBADAN,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007043,ZONAL OFFICE JOS,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007044,ZONAL OFFICE KADUNA,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007045,ZONAL OFFICE MAIDUGURI,2160000
2018,0220,FEDERAL MINISTRY OF FINANCE,0220007046,ZONAL OFFICE PORTHARCOURT,1723139546
2018,0220,FEDERAL MINISTRY OF FINANCE,0220015001,PENSION TRANSITIONAL ARRANGEMENT DEPARTMENT (PTAD) HQTRS,1676381145
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222001001,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT - HQTRS",26045649675
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222002001,STANDARD ORGANIZATION OF NIGERIA,290018665
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222004001,NATIONAL AUTOMOTIVE DESIGN & DEVELOPMENT COUNCIL (NADDC) HQTRS,1002148500
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222005001,INDUSTRIAL TRAINING FUND,801288613
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222006001,NIGERIAN EXPORT PROMOTION COUNCIL,458745008
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222007001,FINANCIAL REPORTING COUNCIL OF NIGERIA,710602098
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222008001,NIGERIAN EXPORT PROCESSING ZONES AUTHORITY,52997343304
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222009001,CONSUMER PROTECTION COUNCIL,909300370
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222010001,222010001,2845263578
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222010001,LAGOS INTERNATIONAL TRADE FAIR COMPLEX MANAGEMENT BOARD,94321816
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222011001,FEDERAL PRODUCE INSPECTION,197578228
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222012001,"EXTERNAL TRADE SECTOR, GENEVA (WTO)",872537913
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222013001,"OIL AND GAS FREE ZONES AUTHORITY, NIGERIA (OGFZA)",784925559
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222014001,TAFAWA BALEWA SQUARE MANAGEMENT BOARD,264697810
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222015001,NIGERIA COMMODITY EXCHANGE (NCX),552594723
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222016001,"NIGERIA TRADE OFFICE, TAIWAN",190859505
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222017001,"NIGERIA TRADE OFFICE, CHINA",820073465
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222027001,SMEDAN - H/QTRS,4552835342
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222030001,NIGERIAN INVESTMENT PROMOTION COUNCIL HQTRS,831500001
2018,0222,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",0222031001,NIGERIA OFFICE FOR TRADE NEGOTIATION (NOTN) ABUJA,150000000
2018,0227,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,0227001001,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT - HQTRS,6866027069
2018,0227,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,0227002001,INDUSTRIAL ARBITRATION PANEL,917081166
2018,0227,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,0227003001,MICHAEL IMODU INSTITUTE OF LABOUR STUDIES,1226881394
2018,0227,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,0227004001,NATIONAL PRODUCTIVITY CENTRE,3497194264
2018,0227,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,0227005001,NATIONAL DIRECTORATE OF EMPLOYMENT,2633262346
2018,0227,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,0227006001,227006001,2354137817
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228001001,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY - HQTRS,8494413849
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228002001,NATIONAL AGENCY FOR SCIENCE AND ENGINEERING INFRASTRUCTURES HQTRS,4565508349
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228003001,SHEDA SCIENCE AND TECHNOLOGY COMPLEX - ABUJA,1244525034
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228004001,NIGERIA NATURAL MEDICINE DEVELOPMENT AGENCY,2989181578
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005001,NATIONAL SPACE RESEARCH AND DEVELOPMENT AGENCY - ABUJA,3298394407
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005002,"CENTRE FOR ATMOSPHERIC RESEARCH - ANYIGBA, KOGI STATE",528631420
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005003,ADVANCED SPACE TECHNOLOGY APPLICATION LABORATORY UYO AKWA IBOM STATE,586908554
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005004,CENTRE FOR GEODESY AND GEODYNAMICS - TORO BAUCHI STATE,652411772
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005005,"AFRICAN REGIONAL CENTRE FOR SPACE EDUCATION - ILE IFE, OSUN STATE",1189095448
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005006,"CENTRE FOR SPACE TRANSPORT PROPULSION - EPE, LAGOS",767103658
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005007,"CENTRE FOR BASIC SPACE SCIENCE - NSUKKA,",1898076081
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005008,"NATIONAL CENTRE FOR REMOTE SENSING - JOS, PLATEAU STATE",150000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228005009,"ZONAL ADVANCE TECHNOLOGY LABORATORY - KANO, KANO STATE",547503246
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228006001,COOPERATIVE INFORMATION NETWORK,1843316718
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008001,NATIONAL BIOTECHNOLOGY DEVELOPMENT AGENCY - ABUJA,1735894121
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008002,"BIORESOURCE DEVELOPMENT CENTRE ABUJA, FCT",273449325
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008003,"BIORESOURCE DEVELOPMENT CENTRE ISANLU, KOGI STATE",274785957
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008004,"BIORESOURCE DEVELOPMENT CENTRE JALINGO, TARABA STATE",254871242
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008006,"BIORESOURCE DEVELOPMENT CENTRE KATSINA, KATSINA STATE",354621789
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008007,"BIORESOURCE DEVELOPMENT CENTRE ODI, BAYELSA STATE",340272365
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008008,"BIORESOURCE DEVELOPMENT CENTRE OGBOMOSO, OYO STATE",290006813
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008009,"BIORESOURCE DEVELOPMENT CENTRE OWODE, OGUN STATE",230567940
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008010,"BIORESOURCE DEVELOPMENT CENTRE AROCHUKWU, ABIA STATE",200530468
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008011,"BIORESOURCE DEVELOPMENT CENTRE KANO, KANO STATE",106691985
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008012,"BIORESOURCE DEVELOPMENT CENTRE - EFFRAYA, CROSS RIVER STATE",77666789
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008013,AQUATIC BIORESOURCES TRAINING CENTRE IDAH KOGI STATE,102365965
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008014,AQUATIC BIORESOURCES TRAINING CENTRE TUNARI TARABA STATE,123693207
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008015,AQUATIC BIORESOURCES TRAINING CENTRE ADIABO IKOT MBO OTU CROSS RIVER STATE,68237937
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008016,"BIORESOURCE DEVELOPMENT CENTRE DAPCHI, YOBE STATE",82917189
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008017,BIORESOURCE DEVELOPMENT CENTRE DIKWA BORNO STATE,87978521
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008018,BIORESOURCE DEVELOPMENT CENTRE BILIRI GOMBE STATE,70974275
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008019,"BIORESOURCE DEVELOPMENT CENTRE CHIBOK, BORNO STATE",85933248
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008020,"BIORESOURCE DEVELOPMENT CENTRE, LANGTANG PLATEAU STATE",106209694
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008021,"BIORESOURCE DEVELOPMENT CENTRE MAKURDI, BENUE STATE",95095073
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008022,"BIORESOURCE DEVELOPMENT CENTRE, MICHIKA ADAMAWA STATE",86345854
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008023,"BIORESOURCE DEVELOPMENT CENTRE, ILORIN KWARA STATE",101258430
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008024,"BIORESOURCE DEVELOPMENT CENTRE, ABAGANA ANAMBRA STATE",81293535
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008025,"BIORESOURCE DEVELOPMENT CENTRE, OKA AKOKO ONDO STATE",51750000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008026,"BIORESOURCE DEVELOPMENT CENTRE, BOGORO, BAUCHI STATE",437500000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008027,"BIORESOURCE DEVELOPMENT CENTRE, UBULU-UKU, DELTA STATE",22500000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228008028,"BIORESOURCE DEVELOPMENT CENTRE, UBURU EBONYI STATE",393358170
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228009001,BOARD FOR TECHNOLOGY BUSINESS INCUBATOR CENTRE - ABUJA,1187543511
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228009014,"TECHNOLOGY INCUBATION CENTRE, GOMBE",55000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228009022,"TECHNOLOGY INCUBATION CENTRE, KATSINA",55000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228009023,"TECHNOLOGY INCUBATION CENTRE, LAFIA",55000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228009025,"TECHNOLOGY INCUBATION CENTRE, LOKOJA",55000000
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228009027,"TECHNOLOGY INCUBATION CENTRE, MAKURDI",178211589
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228010001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - AGEGE,122401354
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228011001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - ABA,142710627
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228012001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - KANO,129499288
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228013001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - NNEWI,131689862
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228014001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - CALABAR,139074619
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228015001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - MINNA,107417617
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228016001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - WARRI,111590909
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228017001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - MAIDUGURI,140256932
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228018001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - GUSAU,128777570
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228019001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - SOKOTO,104396901
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228020001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - UYO,102852726
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228021001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - B/ KEBBI,105620892
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228022001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - IGBOTAKO,138019649
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228023001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - BAUCHI,140415159
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228024001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - IBADAN,122111222
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228025001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - BENIN,107927239
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228026001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - OKWE ONUIMO,177770054
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228027001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - ABEOKUTA,97856184
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228028001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - YOLA,126278493
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228029001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - JOS,96863447
2018,0228,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,0228030001,TECHNOLOGY BUSINESS INCUBATOR CENTRE - YENEGOA,416277900
